state,window_date,window_days,winning_size,frequency,population_variance
BIHAR,2022-05-03,10,M,52,75110.70710059168
BIHAR,2022-05-04,10,M,53,70896.8778924885
BIHAR,2022-05-05,10,M,56,78179.27423469379
BIHAR,2022-05-06,10,M,57,85795.4890735611
BIHAR,2022-05-07,10,M,52,81745.95562130178
BIHAR,2022-05-08,10,M,51,80865.50634371402
BIHAR,2022-05-09,10,M,54,90660.43895747606
BIHAR,2022-05-10,10,M,49,80207.28779675148
BIHAR,2022-05-11,10,M,42,102609.34467120178
BIHAR,2022-05-12,10,M,41,100400.98512790003
BIHAR,2022-05-13,10,M,41,121168.39500297443
BIHAR,2022-05-14,10,M,38,132082.87049861497
BIHAR,2022-05-15,10,M,33,148567.99632690533
BIHAR,2022-05-16,10,M,31,160897.0239334026
BIHAR,2022-05-17,10,M,29,177182.37336504157
BIHAR,2022-05-18,10,M,30,166500.0455555555
BIHAR,2022-05-19,10,S,29,122851.49346016656
BIHAR,2022-05-20,10,S,31,140899.55463059316
BIHAR,2022-05-21,10,S,29,147764.89655172417
BIHAR,2022-05-22,10,M,31,164203.28824141517
BIHAR,2022-05-23,10,L,34,110379.46366782021
BIHAR,2022-05-24,10,L,34,83547.22145328717
BIHAR,2022-05-25,10,L,35,61956.078367347014
BIHAR,2022-05-26,10,L,37,78928.73484295094
BIHAR,2022-05-27,10,L,38,75488.02216066478
BIHAR,2022-05-28,10,L,28,69135.97321428568
BIHAR,2022-05-29,10,M,31,155929.8688865765
BIHAR,2022-05-30,10,M,29,163677.0344827586
BIHAR,2022-05-31,10,L,31,68838.16024973983
BIHAR,2022-06-01,10,L,30,71089.37333333341
BIHAR,2022-06-02,10,L,28,81301.24872448982
BIHAR,2022-06-03,10,M,32,126797.1787109375
BIHAR,2022-06-04,10,M,32,122273.359375
BIHAR,2022-06-05,10,M,30,118311.59555555554
BIHAR,2022-06-06,10,M,35,107704.70204081631
BIHAR,2022-06-07,10,M,36,99498.68209876551
BIHAR,2022-06-08,10,M,34,85847.30190311407
BIHAR,2022-06-09,10,M,37,81296.25858290726
BIHAR,2022-06-10,10,M,38,63255.725761772715
BIHAR,2022-06-11,10,M,41,61200.75550267694
BIHAR,2022-06-12,10,M,43,54942.68469442945
BIHAR,2022-06-13,10,M,39,37658.12754766602
BIHAR,2022-06-14,10,M,40,42437.59937499993
BIHAR,2022-06-15,10,M,39,43030.16305062466
BIHAR,2022-06-16,10,M,36,41546.978395061684
BIHAR,2022-06-17,10,M,37,35986.495252008724
BIHAR,2022-06-18,10,M,37,45539.32651570492
BIHAR,2022-06-19,10,M,39,54944.76265614724
BIHAR,2022-06-20,10,M,40,53537.97437499999
BIHAR,2022-06-21,10,L,38,143690.94459833787
BIHAR,2022-06-22,10,M,36,51754.34182098764
BIHAR,2022-06-23,10,S,39,75459.68967784336
BIHAR,2022-06-24,10,S,36,77926.58950617269
BIHAR,2022-06-25,10,M,40,68537.19437500008
BIHAR,2022-06-26,10,M,38,76226.48268698057
BIHAR,2022-06-27,10,M,37,76213.6785975165
BIHAR,2022-06-28,10,S,38,70406.83725761774
BIHAR,2022-06-29,10,S,36,66228.86033950618
BIHAR,2022-06-30,10,S,35,71136.13061224489
BIHAR,2022-07-01,10,S,30,81524.39555555553
BIHAR,2022-07-02,10,S,25,86717.33439999999
BIHAR,2022-07-03,10,M,18,88910.2839506173
BIHAR,2022-07-04,10,M,16,80512.625
BIHAR,2022-07-05,10,S,12,71098.90972222225
BIHAR,2022-07-06,10,S,11,76844.51239669428
BIHAR,2022-07-07,10,S,7,114270.53061224485
BIHAR,2022-07-08,10,XL,3,16749.555555555504
BIHAR,2022-07-09,10,S,2,21609.0
CHANDIGARH,2022-04-01,10,3XL,1,0.0
CHANDIGARH,2022-04-02,10,3XL,4,62021.6875
CHANDIGARH,2022-04-03,10,3XL,4,62021.6875
CHANDIGARH,2022-04-04,10,3XL,4,62021.6875
CHANDIGARH,2022-04-05,10,3XL,4,62021.6875
CHANDIGARH,2022-04-06,10,3XL,4,62021.6875
CHANDIGARH,2022-04-07,10,3XL,4,62021.6875
CHANDIGARH,2022-04-08,10,3XL,5,50247.360000000044
CHANDIGARH,2022-04-09,10,L,9,78946.09876543214
CHANDIGARH,2022-04-10,10,L,9,78946.09876543214
CHANDIGARH,2022-04-11,10,L,9,78946.09876543214
CHANDIGARH,2022-04-12,10,L,9,32911.33333333337
CHANDIGARH,2022-04-13,10,L,9,32911.33333333337
CHANDIGARH,2022-04-14,10,L,11,36118.38016528927
CHANDIGARH,2022-04-15,10,L,11,36118.38016528927
CHANDIGARH,2022-04-16,10,L,9,41762.444444444496
CHANDIGARH,2022-04-17,10,L,9,40832.44444444438
CHANDIGARH,2022-04-18,10,L,9,47500.888888888876
CHANDIGARH,2022-04-19,10,L,6,28091.222222222248
CHANDIGARH,2022-04-20,10,L,7,25077.38775510207
CHANDIGARH,2022-04-21,10,L,7,25077.38775510207
CHANDIGARH,2022-04-22,10,L,7,16830.693877550977
CHANDIGARH,2022-04-23,10,L,14,88246.9795918368
CHANDIGARH,2022-04-24,10,L,15,105406.99555555556
CHANDIGARH,2022-04-25,10,L,16,99557.5625
CHANDIGARH,2022-04-26,10,L,16,99557.5625
CHANDIGARH,2022-04-27,10,L,15,98625.73333333328
CHANDIGARH,2022-04-28,10,L,14,95586.06632653053
CHANDIGARH,2022-04-29,10,L,13,97846.76923076925
CHANDIGARH,2022-04-30,10,L,12,103329.88888888888
CHANDIGARH,2022-05-01,10,L,13,97393.46745562134
CHANDIGARH,2022-05-02,10,L,13,86789.4437869821
CHANDIGARH,2022-05-03,10,XXL,8,89703.734375
CHANDIGARH,2022-05-04,10,XXL,7,41642.97959183669
CHANDIGARH,2022-05-05,10,XXL,7,41642.97959183669
CHANDIGARH,2022-05-06,10,3XL,7,53477.14285714284
CHANDIGARH,2022-05-07,10,3XL,8,68548.9375
CHANDIGARH,2022-05-08,10,3XL,10,83526.40999999997
CHANDIGARH,2022-05-09,10,3XL,10,83526.40999999997
CHANDIGARH,2022-05-10,10,XL,9,19204.395061728486
CHANDIGARH,2022-05-11,10,3XL,9,46461.283950617246
CHANDIGARH,2022-05-12,10,XL,8,21535.5
CHANDIGARH,2022-05-13,10,XL,8,21535.5
CHANDIGARH,2022-05-14,10,XL,7,24588.489795918285
CHANDIGARH,2022-05-15,10,M,8,30490.6875
CHANDIGARH,2022-05-16,10,3XL,8,49230.0
CHANDIGARH,2022-05-17,10,M,8,26828.6875
CHANDIGARH,2022-05-18,10,M,8,26828.6875
CHANDIGARH,2022-05-19,10,XL,7,22352.979591836716
CHANDIGARH,2022-05-20,10,XL,6,21653.333333333343
CHANDIGARH,2022-05-21,10,3XL,7,31578.530612244853
CHANDIGARH,2022-05-22,10,3XL,7,31578.530612244853
CHANDIGARH,2022-05-23,10,3XL,8,27838.859375
CHANDIGARH,2022-05-24,10,3XL,8,27838.859375
CHANDIGARH,2022-05-25,10,L,7,137462.48979591823
CHANDIGARH,2022-05-26,10,XL,7,47405.06122448982
CHANDIGARH,2022-05-27,10,XL,6,52034.22222222219
CHANDIGARH,2022-05-28,10,XL,6,52034.22222222219
CHANDIGARH,2022-05-29,10,XXL,4,128886.1875
CHANDIGARH,2022-05-30,10,XXL,4,128886.1875
CHANDIGARH,2022-05-31,10,XXL,4,128886.1875
CHANDIGARH,2022-06-01,10,M,5,56135.83999999997
CHANDIGARH,2022-06-02,10,XL,5,109667.44
CHANDIGARH,2022-06-03,10,L,5,95616.55999999994
CHANDIGARH,2022-06-04,10,L,7,74518.12244897953
CHANDIGARH,2022-06-05,10,L,7,74518.12244897953
CHANDIGARH,2022-06-06,10,L,7,74518.12244897953
CHANDIGARH,2022-06-07,10,L,7,74518.12244897953
CHANDIGARH,2022-06-08,10,L,7,74518.12244897953
CHANDIGARH,2022-06-09,10,L,7,74518.12244897953
CHANDIGARH,2022-06-10,10,XL,8,76938.359375
CHANDIGARH,2022-06-11,10,XL,8,76938.359375
CHANDIGARH,2022-06-12,10,XL,8,34089.609375
CHANDIGARH,2022-06-13,10,XL,9,32346.320987654384
CHANDIGARH,2022-06-14,10,XL,7,35301.6326530613
CHANDIGARH,2022-06-15,10,XL,8,35745.234375
CHANDIGARH,2022-06-16,10,M,9,62150.17283950624
CHANDIGARH,2022-06-17,10,XL,8,48889.359375
CHANDIGARH,2022-06-18,10,M,9,62890.61728395056
CHANDIGARH,2022-06-19,10,M,9,159381.11111111112
CHANDIGARH,2022-06-20,10,M,9,169146.54320987652
CHANDIGARH,2022-06-21,10,L,6,56203.138888888934
CHANDIGARH,2022-06-22,10,L,6,56203.138888888934
CHANDIGARH,2022-06-23,10,L,5,61959.44000000006
CHANDIGARH,2022-06-24,10,M,6,153814.138888889
CHANDIGARH,2022-06-25,10,M,5,183898.56000000006
CHANDIGARH,2022-06-26,10,M,5,184290.55999999994
CHANDIGARH,2022-06-27,10,XS,6,15896.888888888934
CHANDIGARH,2022-06-28,10,M,6,139661.88888888876
CHANDIGARH,2022-06-29,10,XS,5,18231.360000000102
CHANDIGARH,2022-06-30,10,XS,5,18231.360000000102
CHANDIGARH,2022-07-01,10,XS,5,18231.360000000102
CHANDIGARH,2022-07-02,10,M,4,4163.1875
CHANDIGARH,2022-07-03,10,M,4,4163.1875
CHANDIGARH,2022-07-04,10,M,3,2544.222222222248
CHANDIGARH,2022-07-05,10,M,3,2544.222222222248
CHANDIGARH,2022-07-06,10,M,2,2862.25
CHANDIGARH,2022-07-07,10,3XL,1,0.0
CHANDIGARH,2022-07-08,10,S,1,0.0
CHHATTISGARH,2022-04-01,10,M,1,0.0
CHHATTISGARH,2022-04-02,10,L,3,86920.66666666669
CHHATTISGARH,2022-04-03,10,L,5,85368.40000000002
CHHATTISGARH,2022-04-04,10,M,9,44368.09876543202
CHHATTISGARH,2022-04-05,10,M,11,47762.925619834685
CHHATTISGARH,2022-04-06,10,M,11,47762.925619834685
CHHATTISGARH,2022-04-07,10,M,12,45159.90972222219
CHHATTISGARH,2022-04-08,10,M,14,54735.24489795929
CHHATTISGARH,2022-04-09,10,M,16,54275.65234375
CHHATTISGARH,2022-04-10,10,M,18,57358.570987654384
CHHATTISGARH,2022-04-11,10,M,18,62537.36111111101
CHHATTISGARH,2022-04-12,10,S,24,89756.5399305555
CHHATTISGARH,2022-04-13,10,S,23,93207.95463137986
CHHATTISGARH,2022-04-14,10,S,23,93088.28733459365
CHHATTISGARH,2022-04-15,10,S,23,85711.0094517959
CHHATTISGARH,2022-04-16,10,S,22,95197.14876033051
CHHATTISGARH,2022-04-17,10,S,22,93755.06611570256
CHHATTISGARH,2022-04-18,10,S,22,96293.95867768594
CHHATTISGARH,2022-04-19,10,S,25,99921.12000000005
CHHATTISGARH,2022-04-20,10,S,25,78659.1104
CHHATTISGARH,2022-04-21,10,S,26,65642.2130177514
CHHATTISGARH,2022-04-22,10,M,23,54951.14933837426
CHHATTISGARH,2022-04-23,10,S,22,64890.12603305775
CHHATTISGARH,2022-04-24,10,M,24,45296.623263888934
CHHATTISGARH,2022-04-25,10,M,25,51470.16960000002
CHHATTISGARH,2022-04-26,10,M,26,55453.76923076925
CHHATTISGARH,2022-04-27,10,M,27,57336.982167352515
CHHATTISGARH,2022-04-28,10,M,27,58043.061728395056
CHHATTISGARH,2022-04-29,10,M,27,39964.850480109744
CHHATTISGARH,2022-04-30,10,M,24,38696.388888888934
CHHATTISGARH,2022-05-01,10,M,26,39863.386094674526
CHHATTISGARH,2022-05-02,10,M,27,38923.94513031555
CHHATTISGARH,2022-05-03,10,M,28,40022.96301020414
CHHATTISGARH,2022-05-04,10,M,25,40684.649600000004
CHHATTISGARH,2022-05-05,10,M,22,46108.57231404958
CHHATTISGARH,2022-05-06,10,M,20,38319.03999999992
CHHATTISGARH,2022-05-07,10,S,22,38413.87603305775
CHHATTISGARH,2022-05-08,10,S,22,51469.68595041317
CHHATTISGARH,2022-05-09,10,S,20,54960.69
CHHATTISGARH,2022-05-10,10,M,19,55789.495844875346
CHHATTISGARH,2022-05-11,10,M,18,61707.47222222225
CHHATTISGARH,2022-05-12,10,M,17,75442.2422145328
CHHATTISGARH,2022-05-13,10,M,15,74748.3733333333
CHHATTISGARH,2022-05-14,10,M,14,80048.45408163278
CHHATTISGARH,2022-05-15,10,M,15,73908.37333333335
CHHATTISGARH,2022-05-16,10,M,15,73908.37333333335
CHHATTISGARH,2022-05-17,10,L,16,53832.33984375
CHHATTISGARH,2022-05-18,10,L,16,66309.58984375
CHHATTISGARH,2022-05-19,10,L,19,60046.86980609421
CHHATTISGARH,2022-05-20,10,L,20,60685.0
CHHATTISGARH,2022-05-21,10,L,18,65497.765432098706
CHHATTISGARH,2022-05-22,10,L,19,106847.88365650974
CHHATTISGARH,2022-05-23,10,L,20,117991.34749999997
CHHATTISGARH,2022-05-24,10,L,25,100883.71839999995
CHHATTISGARH,2022-05-25,10,L,26,100932.94082840235
CHHATTISGARH,2022-05-26,10,L,24,88655.0399305555
CHHATTISGARH,2022-05-27,10,L,20,100309.22749999998
CHHATTISGARH,2022-05-28,10,L,19,92971.00831024931
CHHATTISGARH,2022-05-29,10,L,18,160369.58333333337
CHHATTISGARH,2022-05-30,10,L,19,183168.2603878117
CHHATTISGARH,2022-05-31,10,L,21,182686.81632653065
CHHATTISGARH,2022-06-01,10,L,18,172782.36111111112
CHHATTISGARH,2022-06-02,10,L,19,173884.8310249307
CHHATTISGARH,2022-06-03,10,M,15,71188.06222222222
CHHATTISGARH,2022-06-04,10,M,14,75936.85714285716
CHHATTISGARH,2022-06-05,10,M,15,70879.43999999994
CHHATTISGARH,2022-06-06,10,S,17,58227.58477508655
CHHATTISGARH,2022-06-07,10,S,16,58476.80859375
CHHATTISGARH,2022-06-08,10,M,16,67215.234375
CHHATTISGARH,2022-06-09,10,S,15,70984.78222222225
CHHATTISGARH,2022-06-10,10,M,15,78271.12888888892
CHHATTISGARH,2022-06-11,10,M,14,61152.65816326527
CHHATTISGARH,2022-06-12,10,M,17,75555.23183390993
CHHATTISGARH,2022-06-13,10,M,19,121827.90027700824
CHHATTISGARH,2022-06-14,10,M,19,121827.90027700824
CHHATTISGARH,2022-06-15,10,M,19,122800.19944598334
CHHATTISGARH,2022-06-16,10,M,17,133749.51557093428
CHHATTISGARH,2022-06-17,10,M,17,101604.69896193774
CHHATTISGARH,2022-06-18,10,L,16,92736.74609375
CHHATTISGARH,2022-06-19,10,L,16,94790.609375
CHHATTISGARH,2022-06-20,10,M,14,178614.02551020402
CHHATTISGARH,2022-06-21,10,M,17,165411.63321799313
CHHATTISGARH,2022-06-22,10,M,17,141990.4775086505
CHHATTISGARH,2022-06-23,10,M,18,105437.58333333326
CHHATTISGARH,2022-06-24,10,M,20,108725.48750000005
CHHATTISGARH,2022-06-25,10,M,20,106596.92750000005
CHHATTISGARH,2022-06-26,10,M,23,97722.25330812851
CHHATTISGARH,2022-06-27,10,M,21,110280.84807256231
CHHATTISGARH,2022-06-28,10,M,20,71107.11000000004
CHHATTISGARH,2022-06-29,10,M,21,68009.1337868481
CHHATTISGARH,2022-06-30,10,M,19,74006.77008310251
CHHATTISGARH,2022-07-01,10,M,16,61346.96484375
CHHATTISGARH,2022-07-02,10,M,13,31653.005917159724
CHHATTISGARH,2022-07-03,10,M,9,32404.987654321012
CHHATTISGARH,2022-07-04,10,M,7,28006.4897959184
CHHATTISGARH,2022-07-05,10,M,6,31980.888888888934
CHHATTISGARH,2022-07-06,10,M,3,26993.555555555562
CHHATTISGARH,2022-07-07,10,M,2,2970.25
CHHATTISGARH,2022-07-08,10,M,1,0.0
DADRA AND NAGAR,2022-04-02,10,XS,1,0.0
DADRA AND NAGAR,2022-04-03,10,XS,1,0.0
DADRA AND NAGAR,2022-04-04,10,XL,1,0.0
DADRA AND NAGAR,2022-04-05,10,M,1,0.0
DADRA AND NAGAR,2022-04-06,10,L,1,0.0
DADRA AND NAGAR,2022-04-07,10,L,2,11449.0
DADRA AND NAGAR,2022-04-08,10,L,2,11449.0
DADRA AND NAGAR,2022-04-09,10,L,3,14438.22222222219
DADRA AND NAGAR,2022-04-10,10,L,3,14438.22222222219
DADRA AND NAGAR,2022-04-11,10,L,3,14438.22222222219
DADRA AND NAGAR,2022-04-12,10,L,3,14438.22222222219
DADRA AND NAGAR,2022-04-13,10,L,3,14438.22222222219
DADRA AND NAGAR,2022-04-14,10,L,3,14438.22222222219
DADRA AND NAGAR,2022-04-15,10,L,3,14438.22222222219
DADRA AND NAGAR,2022-04-16,10,L,2,1156.0
DADRA AND NAGAR,2022-04-17,10,XS,2,240.25
DADRA AND NAGAR,2022-04-18,10,XS,2,240.25
DADRA AND NAGAR,2022-04-19,10,XS,3,8916.22222222219
DADRA AND NAGAR,2022-04-20,10,XS,3,8916.22222222219
DADRA AND NAGAR,2022-04-21,10,XS,3,8916.22222222219
DADRA AND NAGAR,2022-04-22,10,XS,3,8916.22222222219
DADRA AND NAGAR,2022-04-23,10,XS,3,8916.22222222219
DADRA AND NAGAR,2022-04-24,10,XS,3,8916.22222222219
DADRA AND NAGAR,2022-04-25,10,XS,3,8916.22222222219
DADRA AND NAGAR,2022-04-26,10,XS,3,8916.22222222219
DADRA AND NAGAR,2022-04-27,10,M,2,2500.0
DADRA AND NAGAR,2022-04-28,10,M,2,2500.0
DADRA AND NAGAR,2022-04-29,10,M,2,2500.0
DADRA AND NAGAR,2022-04-30,10,M,2,2500.0
DADRA AND NAGAR,2022-05-01,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-02,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-03,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-04,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-05,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-06,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-07,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-08,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-09,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-10,10,3XL,4,203.5
DADRA AND NAGAR,2022-05-11,10,XL,3,48082.66666666663
DADRA AND NAGAR,2022-05-12,10,L,3,31952.888888888818
DADRA AND NAGAR,2022-05-13,10,L,3,31952.888888888818
DADRA AND NAGAR,2022-05-14,10,L,3,31952.888888888818
DADRA AND NAGAR,2022-05-15,10,L,4,31386.1875
DADRA AND NAGAR,2022-05-16,10,L,4,31386.1875
DADRA AND NAGAR,2022-05-17,10,L,4,31386.1875
DADRA AND NAGAR,2022-05-18,10,S,3,26106.0
DADRA AND NAGAR,2022-05-19,10,S,3,26106.0
DADRA AND NAGAR,2022-05-20,10,S,3,26106.0
DADRA AND NAGAR,2022-05-21,10,L,3,38841.55555555556
DADRA AND NAGAR,2022-05-22,10,L,2,992.25
DADRA AND NAGAR,2022-05-23,10,L,2,992.25
DADRA AND NAGAR,2022-05-24,10,L,2,992.25
DADRA AND NAGAR,2022-05-25,10,M,1,0.0
DADRA AND NAGAR,2022-05-26,10,M,1,0.0
DADRA AND NAGAR,2022-05-27,10,M,1,0.0
DADRA AND NAGAR,2022-06-02,10,M,1,0.0
DADRA AND NAGAR,2022-06-03,10,M,1,0.0
DADRA AND NAGAR,2022-06-04,10,M,1,0.0
DADRA AND NAGAR,2022-06-05,10,M,1,0.0
DADRA AND NAGAR,2022-06-06,10,M,1,0.0
DADRA AND NAGAR,2022-06-07,10,M,1,0.0
DADRA AND NAGAR,2022-06-08,10,L,1,0.0
DADRA AND NAGAR,2022-06-09,10,L,1,0.0
DADRA AND NAGAR,2022-06-10,10,L,1,0.0
DADRA AND NAGAR,2022-06-11,10,M,3,3238.222222222248
DADRA AND NAGAR,2022-06-12,10,M,2,1849.0
DADRA AND NAGAR,2022-06-13,10,M,5,50900.95999999996
DADRA AND NAGAR,2022-06-14,10,M,5,50900.95999999996
DADRA AND NAGAR,2022-06-15,10,M,5,50900.95999999996
DADRA AND NAGAR,2022-06-16,10,M,5,50900.95999999996
DADRA AND NAGAR,2022-06-17,10,M,6,42447.888888888934
DADRA AND NAGAR,2022-06-18,10,M,6,42447.888888888934
DADRA AND NAGAR,2022-06-19,10,M,6,42447.888888888934
DADRA AND NAGAR,2022-06-20,10,M,6,42447.888888888934
DADRA AND NAGAR,2022-06-21,10,M,4,54373.25
DADRA AND NAGAR,2022-06-22,10,M,4,54373.25
DADRA AND NAGAR,2022-06-23,10,3XL,1,0.0
DADRA AND NAGAR,2022-06-24,10,3XL,1,0.0
DADRA AND NAGAR,2022-06-25,10,3XL,1,0.0
DADRA AND NAGAR,2022-06-26,10,M,1,0.0
DADRA AND NAGAR,2022-06-27,10,M,1,0.0
DADRA AND NAGAR,2022-06-28,10,M,1,0.0
DADRA AND NAGAR,2022-06-29,10,M,1,0.0
DADRA AND NAGAR,2022-06-30,10,M,1,0.0
DADRA AND NAGAR,2022-07-01,10,M,1,0.0
DADRA AND NAGAR,2022-07-02,10,M,1,0.0
DADRA AND NAGAR,2022-07-03,10,M,1,0.0
DADRA AND NAGAR,2022-07-04,10,M,1,0.0
DADRA AND NAGAR,2022-07-05,10,M,1,0.0
DADRA AND NAGAR,2022-07-06,10,M,1,0.0
DELHI,2022-04-01,10,XS,4,138366.6875
DELHI,2022-04-02,10,M,20,85967.09999999998
DELHI,2022-04-03,10,L,30,89484.91222222219
DELHI,2022-04-04,10,L,47,76856.37211407872
DELHI,2022-04-05,10,L,60,79380.6830555555
DELHI,2022-04-06,10,L,75,74051.60888888879
DELHI,2022-04-07,10,L,88,71205.04635847104
DELHI,2022-04-08,10,M,102,80755.27758554398
DELHI,2022-04-09,10,L,118,74888.87108589482
DELHI,2022-04-10,10,L,129,75117.79953127814
DELHI,2022-04-11,10,L,145,73280.41379310342
DELHI,2022-04-12,10,XL,146,61237.41888722085
DELHI,2022-04-13,10,M,140,75592.6940816326
DELHI,2022-04-14,10,L,138,72821.64881327451
DELHI,2022-04-15,10,L,139,67772.56674085191
DELHI,2022-04-16,10,M,141,82424.39082541119
DELHI,2022-04-17,10,XL,148,69304.5359295106
DELHI,2022-04-18,10,XL,146,70952.37497654348
DELHI,2022-04-19,10,M,143,77037.72487652209
DELHI,2022-04-20,10,M,146,70656.52505160449
DELHI,2022-04-21,10,M,149,75843.37741543178
DELHI,2022-04-22,10,M,154,75642.89188733342
DELHI,2022-04-23,10,M,154,76079.30599595216
DELHI,2022-04-24,10,M,160,77176.76777343749
DELHI,2022-04-25,10,M,161,77629.9116546429
DELHI,2022-04-26,10,M,155,73245.83700312168
DELHI,2022-04-27,10,M,151,83878.92706460238
DELHI,2022-04-28,10,M,144,82551.88768325624
DELHI,2022-04-29,10,M,142,78892.16827018443
DELHI,2022-04-30,10,M,136,81535.28498053638
DELHI,2022-05-01,10,M,136,82881.62581098621
DELHI,2022-05-02,10,M,136,78462.28584558825
DELHI,2022-05-03,10,M,133,75396.72372660972
DELHI,2022-05-04,10,M,136,70561.60850994807
DELHI,2022-05-05,10,M,137,64551.27081890346
DELHI,2022-05-06,10,M,132,72503.47262396704
DELHI,2022-05-07,10,M,126,70667.68909045111
DELHI,2022-05-08,10,M,135,70990.94024691358
DELHI,2022-05-09,10,M,146,75534.45243009948
DELHI,2022-05-10,10,M,149,79280.10765280842
DELHI,2022-05-11,10,M,141,73664.9168552889
DELHI,2022-05-12,10,M,130,75463.81514792895
DELHI,2022-05-13,10,M,121,78493.69537599891
DELHI,2022-05-14,10,L,114,68232.89289012004
DELHI,2022-05-15,10,L,112,77804.00223214284
DELHI,2022-05-16,10,L,119,80204.07909045968
DELHI,2022-05-17,10,M,108,77490.14060356643
DELHI,2022-05-18,10,L,106,79372.44188323244
DELHI,2022-05-19,10,L,105,83452.641814059
DELHI,2022-05-20,10,L,106,79267.91171235306
DELHI,2022-05-21,10,M,102,53601.73125720874
DELHI,2022-05-22,10,L,103,61853.3382976717
DELHI,2022-05-23,10,M,111,65495.120688255876
DELHI,2022-05-24,10,M,112,70531.73652742355
DELHI,2022-05-25,10,M,119,61805.492267495254
DELHI,2022-05-26,10,M,122,67328.8691883902
DELHI,2022-05-27,10,M,115,69864.05096408323
DELHI,2022-05-28,10,M,113,71999.0818388284
DELHI,2022-05-29,10,M,115,78041.74064272217
DELHI,2022-05-30,10,M,113,80575.26493852306
DELHI,2022-05-31,10,M,104,89895.8280325444
DELHI,2022-06-01,10,M,108,86471.02151920437
DELHI,2022-06-02,10,M,107,77789.79613940086
DELHI,2022-06-03,10,M,113,81166.84846111684
DELHI,2022-06-04,10,M,112,88523.95918367349
DELHI,2022-06-05,10,M,111,79537.40410680958
DELHI,2022-06-06,10,M,114,72466.6645121575
DELHI,2022-06-07,10,L,114,94584.32409972296
DELHI,2022-06-08,10,XXL,117,72607.97998392879
DELHI,2022-06-09,10,XXL,115,81234.03130434785
DELHI,2022-06-10,10,L,113,108654.1494243872
DELHI,2022-06-11,10,XXL,118,90295.78634013224
DELHI,2022-06-12,10,XXL,112,90273.19124681124
DELHI,2022-06-13,10,XXL,113,92905.51382253907
DELHI,2022-06-14,10,L,114,114803.51308094792
DELHI,2022-06-15,10,L,115,101770.56862003781
DELHI,2022-06-16,10,XL,107,75445.80504847586
DELHI,2022-06-17,10,XL,111,74252.72753834917
DELHI,2022-06-18,10,XL,116,72516.04302913207
DELHI,2022-06-19,10,XL,117,69155.86061801459
DELHI,2022-06-20,10,XL,112,73261.13384885195
DELHI,2022-06-21,10,XL,124,76636.48777315306
DELHI,2022-06-22,10,XL,127,81374.0747721495
DELHI,2022-06-23,10,XL,128,82089.27709960938
DELHI,2022-06-24,10,XL,122,86759.31933620002
DELHI,2022-06-25,10,XL,116,95755.15182818077
DELHI,2022-06-26,10,XL,103,98393.58073333965
DELHI,2022-06-27,10,XL,93,105279.2225690831
DELHI,2022-06-28,10,XL,90,108845.94876543211
DELHI,2022-06-29,10,XXL,85,92613.11501730111
DELHI,2022-06-30,10,XXL,79,92571.58852747956
DELHI,2022-07-01,10,XXL,66,82502.7118916437
DELHI,2022-07-02,10,XXL,59,73498.0494110887
DELHI,2022-07-03,10,L,50,52870.158400000015
DELHI,2022-07-04,10,L,45,38684.338765432185
DELHI,2022-07-05,10,L,38,32712.676592797856
DELHI,2022-07-06,10,XXL,31,48169.87721123826
DELHI,2022-07-07,10,M,20,69747.62749999994
DELHI,2022-07-08,10,XS,10,29013.890000000072
DELHI,2022-07-09,10,M,3,23304.22222222213
GOA,2022-04-01,10,XXL,1,0.0
GOA,2022-04-02,10,S,2,30.25
GOA,2022-04-03,10,S,6,3763.888888888905
GOA,2022-04-04,10,S,10,9189.799999999988
GOA,2022-04-05,10,S,12,9598.055555555591
GOA,2022-04-06,10,L,17,50982.79584775085
GOA,2022-04-07,10,L,19,47442.55955678667
GOA,2022-04-08,10,L,19,47442.55955678667
GOA,2022-04-09,10,L,25,38439.62559999997
GOA,2022-04-10,10,L,26,36965.556213017786
GOA,2022-04-11,10,L,28,46847.26530612243
GOA,2022-04-12,10,L,29,47574.09274673008
GOA,2022-04-13,10,L,30,40552.16555555555
GOA,2022-04-14,10,M,26,32497.840236686345
GOA,2022-04-15,10,M,27,30096.521262002818
GOA,2022-04-16,10,M,29,39363.76694411418
GOA,2022-04-17,10,M,30,53843.03999999998
GOA,2022-04-18,10,M,28,62421.38775510201
GOA,2022-04-19,10,M,28,63592.28061224497
GOA,2022-04-20,10,M,29,65638.51129607612
GOA,2022-04-21,10,M,26,65250.42159763316
GOA,2022-04-22,10,M,29,60109.90725326986
GOA,2022-04-23,10,M,29,61230.9726516052
GOA,2022-04-24,10,M,27,64313.9204389574
GOA,2022-04-25,10,M,25,73606.23999999999
GOA,2022-04-26,10,M,25,67232.55040000001
GOA,2022-04-27,10,XXL,22,33398.413223140524
